device: cpu
Loaded VAE: L=40, z_dim=2
z_mean: [[0.02020533 0.04488197]] (1, 2)
z_std : [[0.94836676 0.56620383]] (1, 2)
T: 200 betas: (200,) 1e-04 0.02
Loaded latent diffusion: T=200, betas in [1.00e-04, 2.00e-02]
[INIT] best y: -1.177356179990683
[GP] it=001 | sigma_f2=2.95 | noise=0.001 | ell_med=20
u= -25.528310204769184 sigma= 0.33847551657258057 ||grad_mu||= 7.86924556919487 min_ell= 0.8
u= 1.7780281620858587 sigma= 0.6945014906818253 ||grad_mu||= 13.931267496200212 min_ell= 0.8
u= 1.7780367088269724 sigma= 0.6956939018430722 ||grad_mu||= 13.923965813541901 min_ell= 0.8
u= 1.7780305993557044 sigma= 0.6968784885687535 ||grad_mu||= 13.916734474833152 min_ell= 0.8
u= 1.7780868201462654 sigma= 0.6981975071052349 ||grad_mu||= 13.908538639091852 min_ell= 0.8
u= 1.7782046056332104 sigma= 0.6993723795867167 ||grad_mu||= 13.901067243186416 min_ell= 0.8
u= 1.7783358302166348 sigma= 0.7004464755053893 ||grad_mu||= 13.894169370685605 min_ell= 0.8
u= 1.7782995032881668 sigma= 0.7016670650456938 ||grad_mu||= 13.88675827836916 min_ell= 0.8
u= 1.7781918501332805 sigma= 0.7029642413071203 ||grad_mu||= 13.87903803877464 min_ell= 0.8
u= 1.7780637851545995 sigma= 0.7040404214239849 ||grad_mu||= 13.872704278265498 min_ell= 0.8
u= 1.7779234955973584 sigma= 0.7050737879353756 ||grad_mu||= 13.86665409522628 min_ell= 0.8
u= 1.7777341702087759 sigma= 0.7064088319525256 ||grad_mu||= 13.858874912750226 min_ell= 0.8
u= 1.7777726859692085 sigma= 0.7076721163845096 ||grad_mu||= 13.851006438028893 min_ell= 0.8
u= 1.778012309806311 sigma= 0.7091924127530517 ||grad_mu||= 13.841107653497978 min_ell= 0.8
u= 1.7783416445653133 sigma= 0.7106123966234736 ||grad_mu||= 13.831604912265997 min_ell= 0.8
u= 1.7788094533793701 sigma= 0.7119577612219063 ||grad_mu||= 13.822225630947822 min_ell= 0.8
u= 1.7794435020068744 sigma= 0.7128456200308279 ||grad_mu||= 13.815248947058858 min_ell= 0.8
u= 1.7801040363968432 sigma= 0.7132739483501987 ||grad_mu||= 13.811022396328038 min_ell= 0.8
u= 1.7808632108778686 sigma= 0.7128535674361444 ||grad_mu||= 13.811759146353547 min_ell= 0.8
u= 1.7815669271622259 sigma= 0.711795837275588 ||grad_mu||= 13.81654865087784 min_ell= 0.8
u= 1.7822588957447587 sigma= 0.7098787893126323 ||grad_mu||= 13.826652120703814 min_ell= 0.8
u= 1.782884570159151 sigma= 0.7068356649155711 ||grad_mu||= 13.843824679474581 min_ell= 0.8
u= 1.7833150897962684 sigma= 0.7017354166969461 ||grad_mu||= 13.874046538926295 min_ell= 0.8
u= 1.783046310095289 sigma= 0.695127829878272 ||grad_mu||= 13.915001018504842 min_ell= 0.8
u= 1.7816736477890471 sigma= 0.6863290289283666 ||grad_mu||= 13.971589253484346 min_ell= 0.8
u= 1.7782033191810847 sigma= 0.6745667363030478 ||grad_mu||= 14.05028155941976 min_ell= 0.8
u= 1.7708465723144764 sigma= 0.6597186846374755 ||grad_mu||= 14.1548085919459 min_ell= 0.8
u= 1.7566708921896912 sigma= 0.6409830797602554 ||grad_mu||= 14.294376202122706 min_ell= 0.8
u= 1.7308595593599885 sigma= 0.6171204665236044 ||grad_mu||= 14.482404187565042 min_ell= 0.8
u= 1.6827786680987031 sigma= 0.5886106369716486 ||grad_mu||= 14.72939691887572 min_ell= 0.8
u= 1.584233472919388 sigma= 0.5559536162157523 ||grad_mu||= 15.06810484414599 min_ell= 0.8
u= 1.3864038959806764 sigma= 0.5251112251261817 ||grad_mu||= 15.52010632785544 min_ell= 0.8
u= 1.0148815587637867 sigma= 0.5102637959842635 ||grad_mu||= 16.106478732453084 min_ell= 0.8
u= 0.4319263871816706 sigma= 0.5339228305777802 ||grad_mu||= 16.844347541333516 min_ell= 0.8
u= -0.24496630139749961 sigma= 0.6177979787394658 ||grad_mu||= 17.71610412324228 min_ell= 0.8
u= -0.8685783708539804 sigma= 0.7725689815172148 ||grad_mu||= 18.70994601841854 min_ell= 0.8
u= -1.3819256465754757 sigma= 0.9882677412461187 ||grad_mu||= 19.712209076305587 min_ell= 0.8
u= -1.8193368900281974 sigma= 1.2423947313017418 ||grad_mu||= 20.489260942970514 min_ell= 0.8
u= -2.2353438315619143 sigma= 1.5098583974508588 ||grad_mu||= 20.696789577705395 min_ell= 0.8
u= -2.6315235590847985 sigma= 1.748692180793834 ||grad_mu||= 19.969093334613262 min_ell= 0.8
u= -2.9964643768204753 sigma= 1.9383094558512604 ||grad_mu||= 18.22354378878034 min_ell= 0.8
u= -3.319996611980119 sigma= 2.0711292160596266 ||grad_mu||= 15.698815146207858 min_ell= 0.8
u= -3.6133309292334315 sigma= 2.1431398598854097 ||grad_mu||= 12.7868555165206 min_ell= 0.8
u= -3.8985117572246932 sigma= 2.1484937947768077 ||grad_mu||= 9.951834345525835 min_ell= 0.8
u= -4.196096454611091 sigma= 2.092486805924563 ||grad_mu||= 7.557977249568959 min_ell= 0.8
u= -4.518208005863683 sigma= 1.994083616619629 ||grad_mu||= 5.6973451772103845 min_ell= 0.8
u= -4.857192585097066 sigma= 1.876643042262249 ||grad_mu||= 4.368218099277353 min_ell= 0.8
u= -5.1769558772399735 sigma= 1.7647238505250078 ||grad_mu||= 3.580313265518383 min_ell= 0.8
u= -5.42401029459617 sigma= 1.6784470554117337 ||grad_mu||= 3.2888954788139855 min_ell= 0.8
u= -5.563714876073031 sigma= 1.6253971420247222 ||grad_mu||= 3.3339829242922687 min_ell= 0.8
u= -5.590557163698255 sigma= 1.6042425845215889 ||grad_mu||= 3.544964364067256 min_ell= 0.8
u= -5.524160331827578 sigma= 1.6092855841522096 ||grad_mu||= 3.807169044843807 min_ell= 0.8
u= -5.401596254022044 sigma= 1.6317156695036685 ||grad_mu||= 4.062168941946378 min_ell= 0.8
u= -5.251315436049394 sigma= 1.664741934372874 ||grad_mu||= 4.293217650600825 min_ell= 0.8
u= -5.093425002275021 sigma= 1.7033689898816646 ||grad_mu||= 4.4944586677737615 min_ell= 0.8
u= -4.935527061140078 sigma= 1.7452823158711448 ||grad_mu||= 4.672877847623853 min_ell= 0.8
u= -4.785319242972861 sigma= 1.7880445516655172 ||grad_mu||= 4.8290494317746875 min_ell= 0.8
u= -4.648887873183325 sigma= 1.8293666230128318 ||grad_mu||= 4.9623497763749755 min_ell= 0.8
u= -4.525250052589102 sigma= 1.8689445401454168 ||grad_mu||= 5.077299437095782 min_ell= 0.8
u= -4.4146292892331225 sigma= 1.9061391203038633 ||grad_mu||= 5.176380867525392 min_ell= 0.8
u= -4.316303674976455 sigma= 1.9406682082391042 ||grad_mu||= 5.262065784223544 min_ell= 0.8
u= -4.2275281052732225 sigma= 1.9730818626139084 ||grad_mu||= 5.337783136705035 min_ell= 0.8
u= -4.148974773821083 sigma= 2.0027833096931626 ||grad_mu||= 5.403656052235295 min_ell= 0.8
u= -4.07851670337128 sigma= 2.0302845190892027 ||grad_mu||= 5.461708290532496 min_ell= 0.8
u= -4.015955623886788 sigma= 2.0554096278958487 ||grad_mu||= 5.512501448453914 min_ell= 0.8
u= -3.9593885878109085 sigma= 2.0787190548620393 ||grad_mu||= 5.557855587294994 min_ell= 0.8
u= -3.9086260005335847 sigma= 2.100133951242926 ||grad_mu||= 5.598044668710064 min_ell= 0.8
u= -3.8626782825482726 sigma= 2.1199363499412995 ||grad_mu||= 5.6339948227567405 min_ell= 0.8
u= -3.8201008399942746 sigma= 2.1386690804810935 ||grad_mu||= 5.6666771063209405 min_ell= 0.8
u= -3.7812797025682965 sigma= 2.1560633901334993 ||grad_mu||= 5.69617572307923 min_ell= 0.8
u= -3.7449608955035916 sigma= 2.1726361578787774 ||grad_mu||= 5.723194136682776 min_ell= 0.8
u= -3.710903525151666 sigma= 2.1884651531928796 ||grad_mu||= 5.747746786919381 min_ell= 0.8
u= -3.6790949225161227 sigma= 2.203485282601108 ||grad_mu||= 5.770299714899898 min_ell= 0.8
u= -3.6494255711837655 sigma= 2.2177060111075595 ||grad_mu||= 5.790993863412954 min_ell= 0.8
u= -3.6218514843074163 sigma= 2.231102401900295 ||grad_mu||= 5.810015111031094 min_ell= 0.8
u= -3.5961491110373074 sigma= 2.243753382341096 ||grad_mu||= 5.827490627211094 min_ell= 0.8
u= -3.5723501593484985 sigma= 2.2556064549850974 ||grad_mu||= 5.843513411229966 min_ell= 0.8
u= -3.5504549122548426 sigma= 2.2666320725020386 ||grad_mu||= 5.8581077953448375 min_ell= 0.8
u= -3.5308704324020446 sigma= 2.2765935943484994 ||grad_mu||= 5.871040655139404 min_ell= 0.8
u= -3.512792516193552 sigma= 2.2858674394059473 ||grad_mu||= 5.8829564642365275 min_ell= 0.8
u= -3.4958342601684373 sigma= 2.2946329236162963 ||grad_mu||= 5.8941605998058915 min_ell= 0.8
u= -3.4797867243440606 sigma= 2.3029944987169446 ||grad_mu||= 5.904686803184389 min_ell= 0.8
u= -3.46482972370664 sigma= 2.310848083883472 ||grad_mu||= 5.914417505830219 min_ell= 0.8
u= -3.4509318354760086 sigma= 2.3181973462576124 ||grad_mu||= 5.923399503221193 min_ell= 0.8
u= -3.438051995006909 sigma= 2.3250521166028606 ||grad_mu||= 5.931686814249455 min_ell= 0.8
u= -3.4259920519986276 sigma= 2.331506364916819 ||grad_mu||= 5.93945065563568 min_ell= 0.8
u= -3.4143045352612087 sigma= 2.3378045337618434 ||grad_mu||= 5.9468464171447 min_ell= 0.8
u= -3.4030759576806715 sigma= 2.3438918950123395 ||grad_mu||= 5.953884811890495 min_ell= 0.8
u= -3.392412021827445 sigma= 2.3497058572863474 ||grad_mu||= 5.96051753633631 min_ell= 0.8
u= -3.3824015724731478 sigma= 2.3551919373582386 ||grad_mu||= 5.966708414070793 min_ell= 0.8
u= -3.373074240733015 sigma= 2.3603297084765957 ||grad_mu||= 5.972431178149464 min_ell= 0.8
u= -3.364330758222295 sigma= 2.3651684813975256 ||grad_mu||= 5.977760379596971 min_ell= 0.8
u= -3.3560215037144165 sigma= 2.3697869464267134 ||grad_mu||= 5.982798405798365 min_ell= 0.8
u= -3.3480470978548516 sigma= 2.374237791132555 ||grad_mu||= 5.98760805284596 min_ell= 0.8
u= -3.340390618490663 sigma= 2.3785279264359396 ||grad_mu||= 5.992207748699524 min_ell= 0.8
u= -3.3330824370095664 sigma= 2.3826388073562996 ||grad_mu||= 5.996574758936901 min_ell= 0.8
u= -3.326176904138026 sigma= 2.3865378469849317 ||grad_mu||= 6.000676288382549 min_ell= 0.8
u= -3.319804557506985 sigma= 2.390146175913518 ||grad_mu||= 6.004469545872764 min_ell= 0.8
u= -3.3137995632735535 sigma= 2.393556203711285 ||grad_mu||= 6.0080440208056896 min_ell= 0.8
u= -3.308016239784185 sigma= 2.39685012552166 ||grad_mu||= 6.011475869139747 min_ell= 0.8
u= -3.302473029127021 sigma= 2.4000154380640777 ||grad_mu||= 6.014766661439104 min_ell= 0.8
u= -3.297222716874994 sigma= 2.4030209369382813 ||grad_mu||= 6.017884079713378 min_ell= 0.8
u= -3.2923089006297492 sigma= 2.4058406954850216 ||grad_mu||= 6.02079837320658 min_ell= 0.8
u= -3.2877212737354453 sigma= 2.4084797709304477 ||grad_mu||= 6.023510161662047 min_ell= 0.8
u= -3.2833873056819143 sigma= 2.4109785490699958 ||grad_mu||= 6.026066204499663 min_ell= 0.8
u= -3.279216383513617 sigma= 2.4133886348649614 ||grad_mu||= 6.028518949521315 min_ell= 0.8
u= -3.275169696519084 sigma= 2.4157317837926597 ||grad_mu||= 6.030893729899535 min_ell= 0.8
u= -3.2712282505546755 sigma= 2.4180206031528497 ||grad_mu||= 6.033176817540017 min_ell= 0.8
u= -3.2674263543447024 sigma= 2.420235819024803 ||grad_mu||= 6.035335308410738 min_ell= 0.8
u= -3.2638288380404656 sigma= 2.4223366157942423 ||grad_mu||= 6.037364535996184 min_ell= 0.8
u= -3.2604293232440975 sigma= 2.4243250182935827 ||grad_mu||= 6.039282168064802 min_ell= 0.8
u= -3.2571640769777415 sigma= 2.4262382128766506 ||grad_mu||= 6.041119618370349 min_ell= 0.8
u= -3.2540018525191217 sigma= 2.4280941856315676 ||grad_mu||= 6.042894628476229 min_ell= 0.8
u= -3.2509580645055527 sigma= 2.429883394802703 ||grad_mu||= 6.044601069523023 min_ell= 0.8
u= -3.24807663536296 sigma= 2.431579890148645 ||grad_mu||= 6.046211750219605 min_ell= 0.8
u= -3.245388020711735 sigma= 2.433164898296226 ||grad_mu||= 6.047714943982464 min_ell= 0.8
u= -3.242861807441017 sigma= 2.4346561977354857 ||grad_mu||= 6.049124697941149 min_ell= 0.8
